Date,Front,Next
2017-06-20,2437.0,2435.6
2017-06-21,2435.6,2434.5
2017-06-22,2434.5,2438.3
2017-06-23,2438.3,2439.1
2017-06-26,2439.1,2419.4
2017-06-27,2419.4,2440.7
2017-06-28,2440.7,2419.7
2017-06-29,2419.7,2423.4
2017-06-30,2423.4,2429.0
2017-07-03,2429.0,2432.5
2017-07-05,2432.5,2409.8
2017-07-06,2409.8,2425.2
2017-07-07,2425.2,2427.4
2017-07-10,2427.4,2425.5
2017-07-11,2425.5,2443.2
2017-07-12,2443.2,2447.8
2017-07-13,2447.8,2459.3
2017-07-14,2459.3,2459.1
2017-07-17,2459.1,2460.6
2017-07-18,2460.6,2473.8
2017-07-19,2473.8,2473.4
2017-07-20,2473.4,2472.5
2017-07-21,2472.5,2469.9
2017-07-24,2469.9,2477.1
2017-07-25,2477.1,2477.8
2017-07-26,2477.8,2475.4
2017-07-27,2475.4,2472.1
2017-07-28,2472.1,2470.3
2017-07-31,2470.3,2476.3
2017-08-01,2476.3,2477.6
2017-08-02,2477.6,2472.2
2017-08-03,2472.2,2476.8
2017-08-04,2476.8,2480.9
2017-08-07,2480.9,2474.9
2017-08-08,2474.9,2474.0
2017-08-09,2474.0,2438.2
2017-08-10,2438.2,2441.3
2017-08-11,2441.3,2465.8
2017-08-14,2465.8,2464.6
2017-08-15,2464.6,2468.1
2017-08-16,2468.1,2430.0
2017-08-17,2430.0,2425.6
2017-08-18,2425.6,2428.4
2017-08-21,2428.4,2452.5
2017-08-22,2452.5,2444.0
2017-08-23,2444.0,2439.0
2017-08-24,2439.0,2443.1
2017-08-25,2443.1,2444.2
2017-08-28,2444.2,2446.3
2017-08-29,2446.3,2457.6
2017-08-30,2457.6,2471.7
2017-08-31,2471.7,2476.6
2017-09-01,2476.6,2457.8
2017-09-05,2457.8,2465.5
2017-09-06,2465.5,2465.1
2017-09-07,2465.1,2461.4
2017-09-08,2461.4,2488.1
2017-09-11,2488.1,2496.5
2017-09-12,2496.5,2498.4
2017-09-13,2498.4,2495.6
2017-09-14,2495.6,2500.2
2017-09-15,2500.2,2503.9
2017-09-18,2503.9,2506.7
2017-09-19,2506.7,2508.2
2017-09-20,2508.2,2500.6
2017-09-21,2500.6,2502.2
2017-09-22,2502.2,2496.7
2017-09-25,2496.7,2496.8
2017-09-26,2496.8,2507.0
2017-09-27,2507.0,2510.1
2017-09-28,2510.1,2519.4
2017-09-29,2519.4,2529.1
2017-10-02,2529.1,2534.6
2017-10-03,2534.6,2537.7
2017-10-04,2537.7,2552.1
2017-10-05,2552.1,2549.3
2017-10-06,2549.3,2544.7
2017-10-09,2544.7,2550.6
2017-10-10,2550.6,2555.2
2017-10-11,2555.2,2550.9
2017-10-12,2550.9,2553.2
2017-10-13,2553.2,2557.6
2017-10-16,2557.6,2559.4
2017-10-17,2559.4,2561.3
2017-10-18,2561.3,2562.1
2017-10-19,2562.1,2575.2
2017-10-20,2575.2,2565.0
2017-10-23,2565.0,2569.1
2017-10-24,2569.1,2557.2
2017-10-25,2557.2,2560.4
2017-10-26,2560.4,2581.1
2017-10-27,2581.1,2572.8
2017-10-30,2572.8,2575.3
2017-10-31,2575.3,2579.4
2017-11-01,2579.4,2579.8
2017-11-02,2579.8,2587.8
2017-11-03,2587.8,2591.1
2017-11-06,2591.1,2590.6
2017-11-07,2590.6,2594.4
2017-11-08,2594.4,2584.6
2017-11-09,2584.6,2582.3
2017-11-10,2582.3,2584.8
2017-11-13,2584.8,2578.9
2017-11-14,2578.9,2564.6
2017-11-15,2564.6,2585.6
2017-11-16,2585.6,2578.8
2017-11-17,2578.8,2582.1
2017-11-20,2582.1,2599.0
2017-11-21,2599.0,2597.1
2017-11-22,2597.1,2602.4
2017-11-24,2602.4,2601.4
2017-11-27,2601.4,2627.0
2017-11-28,2627.0,2626.1
2017-11-29,2626.1,2647.6
2017-11-30,2647.6,2642.2
2017-12-01,2642.2,2639.4
2017-12-04,2639.4,2629.6
2017-12-05,2629.6,2629.3
2017-12-06,2629.3,2637.0
2017-12-07,2637.0,2651.5
2017-12-08,2651.5,2660.0
2017-12-11,2660.0,2664.1
2017-12-12,2664.1,2662.8
2017-12-13,2662.8,2652.0
2017-12-14,2652.0,2675.8
2017-12-15,2675.8,2690.2
2017-12-18,2690.2,2681.5
2017-12-19,2681.5,2679.2
2017-12-20,2679.2,2684.6
2017-12-21,2684.6,2683.3
2017-12-22,2683.3,2680.5
2017-12-26,2680.5,2682.6
2017-12-27,2682.6,2687.5
2017-12-28,2687.5,2673.6
2017-12-29,2673.6,2695.8
2018-01-02,2695.8,2713.1
2018-01-03,2713.1,2724.0
2018-01-04,2724.0,2743.2
2018-01-05,2743.2,2747.7
2018-01-08,2747.7,2751.3
2018-01-09,2751.3,2748.2
2018-01-10,2748.2,2767.6
2018-01-11,2767.6,2786.2
2018-01-12,2786.2,2776.4
2018-01-16,2776.4,2802.6
2018-01-17,2802.6,2798.0
2018-01-18,2798.0,2810.3
2018-01-19,2810.3,2833.0
2018-01-22,2833.0,2839.1
2018-01-23,2839.1,2837.5
2018-01-24,2837.5,2839.2
2018-01-25,2839.2,2872.9
2018-01-26,2872.9,2853.5
2018-01-29,2853.5,2822.4
2018-01-30,2822.4,2823.8
2018-01-31,2823.8,2822.0
2018-02-01,2822.0,2762.1
2018-02-02,2762.1,2648.9
2018-02-05,2648.9,2695.1
2018-02-06,2695.1,2681.7
2018-02-07,2681.7,2581.0
2018-02-08,2581.0,2619.6
2018-02-09,2619.6,2656.0
2018-02-12,2656.0,2662.9
2018-02-13,2662.9,2698.6
2018-02-14,2698.6,2731.2
2018-02-15,2731.2,2732.2
2018-02-16,2732.2,2716.3
2018-02-20,2716.3,2701.3
2018-02-21,2701.3,2704.0
2018-02-22,2704.0,2747.3
2018-02-23,2747.3,2779.6
2018-02-26,2779.6,2744.3
2018-02-27,2744.3,2713.8
2018-02-28,2713.8,2677.7
2018-03-01,2677.7,2691.2
2018-03-02,2691.2,2720.9
2018-03-05,2720.9,2728.1
2018-03-06,2728.1,2726.8
2018-03-07,2726.8,2739.0
2018-03-08,2739.0,2786.6
2018-03-09,2786.6,2783.0
2018-03-12,2783.0,2765.3
2018-03-13,2765.3,2749.5
2018-03-14,2749.5,2747.3
2018-03-15,2747.3,2752.0
2018-03-16,2752.0,2712.9
2018-03-19,2712.9,2716.9
2018-03-20,2716.9,2711.9
2018-03-21,2711.9,2643.7
2018-03-22,2643.7,2588.3
2018-03-23,2588.3,2658.6
2018-03-26,2658.6,2612.6
2018-03-27,2612.6,2605.0
2018-03-28,2605.0,2640.9
2018-03-29,2640.9,2581.9
2018-04-02,2581.9,2614.4
2018-04-03,2614.4,2644.7
2018-04-04,2644.7,2662.8
2018-04-05,2662.8,2604.5
2018-04-06,2604.5,2613.2
2018-04-09,2613.2,2656.9
2018-04-10,2656.9,2642.2
2018-04-11,2642.2,2664.0
2018-04-12,2664.0,2656.3
2018-04-13,2656.3,2677.8
2018-04-16,2677.8,2706.4
2018-04-17,2706.4,2708.6
2018-04-18,2708.6,2693.1
2018-04-19,2693.1,2670.1
2018-04-20,2670.1,2670.3
2018-04-23,2670.3,2634.6
2018-04-24,2634.6,2639.4
2018-04-25,2639.4,2666.9
2018-04-26,2666.9,2669.9
2018-04-27,2669.9,2648.1
2018-04-30,2648.1,2654.8
2018-05-01,2654.8,2635.7
2018-05-02,2635.7,2629.7
2018-05-03,2629.7,2663.4
2018-05-04,2663.4,2672.6
2018-05-07,2672.6,2671.9
2018-05-08,2671.9,2697.8
2018-05-09,2697.8,2723.1
2018-05-10,2723.1,2727.7
2018-05-11,2727.7,2730.1
2018-05-14,2730.1,2711.4
2018-05-15,2711.4,2722.5
2018-05-16,2722.5,2720.1
2018-05-17,2720.1,2713.0
2018-05-18,2713.0,2733.0
2018-05-21,2733.0,2724.4
2018-05-22,2724.4,2733.3
2018-05-23,2733.3,2727.8
2018-05-24,2727.8,2721.3
2018-05-25,2721.3,2689.9
2018-05-29,2689.9,2724.0
2018-05-30,2724.0,2705.3
2018-05-31,2705.3,2734.6
2018-06-01,2734.6,2746.9
2018-06-04,2746.9,2748.8
2018-06-05,2748.8,2772.3
2018-06-06,2772.3,2770.4
2018-06-07,2770.4,2779.0
2018-06-08,2779.0,2782.0
2018-06-11,2782.0,2786.8
2018-06-12,2786.8,2775.6
2018-06-13,2775.6,2782.5
2018-06-14,2782.5,2779.7
2018-06-15,2779.7,2773.8
2018-06-18,2773.8,2762.6
2018-06-19,2762.6,2767.3
2018-06-20,2767.3,2749.8
2018-06-21,2749.8,2754.9
2018-06-22,2754.9,2717.1
2018-06-25,2717.1,2723.1
2018-06-26,2723.1,2699.6
2018-06-27,2699.6,2716.3
2018-06-28,2716.3,2718.4
2018-06-29,2718.4,2726.7
2018-07-02,2726.7,2713.2
